,ticker,company_name,date,close,high,low,open,volume,daily_return_pct,intraday_return_pct,7day_ma,30day_ma,day_of_week
0,AAPL,Apple Inc.,2025-04-02,223.88999938964844,225.19000244140625,221.0200042724609,221.32000732421875,35905900,,1.1612109074552956,,,Wednesday
1,AAPL,Apple Inc.,2025-04-03,203.19000244140625,207.4900054931641,201.25,205.5399932861328,103419000,-0.09245610346452682,-1.1433253485880646,,,Thursday
2,AAPL,Apple Inc.,2025-04-04,188.3800048828125,199.8800048828125,187.33999633789065,193.88999938964844,125910900,-0.07288743235713335,-2.841814701212542,,,Friday
3,AAPL,Apple Inc.,2025-04-07,181.4600067138672,194.1499938964844,174.6199951171875,177.1999969482422,160466300,-0.036734249865053914,2.404068757895799,,,Monday
4,AAPL,Apple Inc.,2025-04-08,172.4199981689453,190.33999633789065,169.2100067138672,186.6999969482422,120859500,-0.049818186985832624,-7.648633643660766,,,Tuesday
5,AAPL,Apple Inc.,2025-04-09,198.8500061035156,200.6100006103516,171.88999938964844,171.9499969482422,184395900,0.15328852926139636,15.644088184177432,,,Wednesday
6,AAPL,Apple Inc.,2025-04-10,190.4199981689453,194.77999877929688,183.0,189.07000732421875,121880000,-0.04239380274487825,0.7140163920402179,194.08714512416296,,Thursday
7,AAPL,Apple Inc.,2025-04-11,198.1499938964844,199.5399932861328,186.05999755859372,186.1000061035156,87435900,0.04059445332354672,6.475006661883807,190.41000148228235,,Friday
8,AAPL,Apple Inc.,2025-04-14,202.5200042724609,212.94000244140625,201.16000366210935,211.44000244140625,101352900,0.02205405253890369,-4.218689966870024,190.31428745814733,,Monday
9,AAPL,Apple Inc.,2025-04-15,202.13999938964844,203.50999450683597,199.8000030517578,201.8600006103516,51343900,-0.0018763819612666044,0.13870939188062598,192.2800009591239,,Tuesday
10,AAPL,Apple Inc.,2025-04-16,194.2700042724609,200.6999969482422,192.3699951171875,198.3600006103516,59732400,-0.03893338844835548,-2.061905790131986,194.11000061035156,,Wednesday
11,AAPL,Apple Inc.,2025-04-17,196.97999572753903,198.8300018310547,194.4199981689453,197.1999969482422,51334300,0.013949613401343264,-0.11156248687006609,197.61857169015067,,Thursday
12,AAPL,Apple Inc.,2025-04-21,193.16000366210935,193.8000030517578,189.80999755859372,193.2700042724609,46742500,-0.019392791899099593,-0.05691551090177965,196.8057141985212,,Monday
13,AAPL,Apple Inc.,2025-04-22,199.7400054931641,201.58999633789065,195.97000122070312,196.1199951171875,52976400,0.03406503264808891,1.8458140251398272,198.13714381626673,,Tuesday
14,AAPL,Apple Inc.,2025-04-23,204.6000061035156,208.0,202.8000030517578,206.0,52929200,0.024331633507028494,-0.6796086876137881,199.05857413155692,,Wednesday
15,AAPL,Apple Inc.,2025-04-24,208.3699951171875,208.8300018310547,202.94000244140625,204.88999938964844,47311000,0.01842614321215863,1.6984702708310324,199.894287109375,,Thursday
16,AAPL,Apple Inc.,2025-04-25,209.27999877929688,209.75,206.1999969482422,206.3699951171875,38222300,0.0043672490446504675,1.4100904835787418,200.91428702218192,,Friday
17,AAPL,Apple Inc.,2025-04-28,210.13999938964844,211.5,207.4600067138672,210.0,38743100,0.0041093301575299,0.06666637602306548,203.18142918178015,,Monday
18,AAPL,Apple Inc.,2025-04-29,211.2100067138672,212.2400054931641,208.3699951171875,208.69000244140625,36827600,0.005091878401668248,1.2075347371604337,205.21428789411272,,Tuesday
19,AAPL,Apple Inc.,2025-04-30,212.5,213.5800018310547,206.6699981689453,209.3000030517578,52286500,0.006107633374967891,1.5289043963610742,207.9771445138114,,Wednesday
20,AAPL,Apple Inc.,2025-05-01,213.32000732421875,214.55999755859372,208.8999938964844,209.0800018310547,57365700,0.0038588579963234615,2.0279345016412247,209.91714477539062,,Thursday
21,ABBV,AbbVie,2025-04-02,203.31109619140625,205.3225064559191,198.50550115408296,205.3225064559191,9262800,,-0.9796345754938846,,,Wednesday
22,ABBV,AbbVie,2025-04-03,199.79360961914065,208.7607430363596,199.39727841181,208.37431481753904,7593100,-0.0173010063796718,-4.117928452895935,,,Thursday
23,ABBV,AbbVie,2025-04-04,185.2480316162109,198.16861891722507,184.4652571048111,198.16861891722507,13505200,-0.07280301922898058,-6.519996643066422,,,Friday
24,ABBV,AbbVie,2025-04-07,184.8417816162109,186.476666668437,174.66581884015517,179.37232352154828,12581100,-0.0021930057580403783,3.0492207422431994,,,Monday
25,ABBV,AbbVie,2025-04-08,174.0614013671875,186.6649265049211,170.7420861336348,185.8821671271775,12517100,-0.058322204832492064,-6.359279075922557,,,Tuesday
26,ABBV,AbbVie,2025-04-09,178.19322204589844,178.9462724889635,162.88469895388295,166.75889915934494,18977800,0.023737719254567802,6.856799213832384,,,Wednesday
27,ABBV,AbbVie,2025-04-10,172.60487365722656,176.37008064997187,163.45939561865936,176.12236986254212,13970000,-0.0313611725772176,-1.9971887773602217,185.43628801618303,,Thursday
28,ABBV,AbbVie,2025-04-11,173.4470977783203,175.34951482680668,167.77947370677967,172.2184468199145,9047700,0.004879492121214968,0.7134258734144692,181.17000252859933,,Friday
29,ABBV,AbbVie,2025-04-14,177.4600067138672,178.540022073154,174.58655262884804,175.8152035257941,7164400,0.023136212637444586,0.9355295532401364,177.979487827846,,Monday
30,ABBV,AbbVie,2025-04-15,176.8000030517578,180.5,176.30999755859375,177.6999969482422,8078500,-0.0037191684725536023,-0.5064681552845001,176.77262660435267,,Tuesday
31,ABBV,AbbVie,2025-04-16,171.67999267578125,176.85000610351562,169.75,176.52999877929688,9459300,-0.028959334205880594,-2.7474118490077424,174.89237104143416,,Wednesday
32,ABBV,AbbVie,2025-04-17,172.99000549316406,175.1999969482422,171.91000366210938,172.57000732421875,8998100,0.007630550286991111,0.2433784267947755,174.73931448800224,,Thursday
33,ABBV,AbbVie,2025-04-21,170.16000366210938,174.1699981689453,168.5399932861328,173.47000122070312,7364600,-0.016359337194000623,-1.908109491728482,173.59171186174666,,Monday
34,ABBV,AbbVie,2025-04-22,173.77999877929688,174.66000366210938,170.91000366210938,171.0800018310547,6191900,0.021274065816170307,1.5782072243069618,173.75958687918526,,Tuesday
35,ABBV,AbbVie,2025-04-23,177.0500030517578,178.14999389648438,174.39999389648438,175.0,7119700,0.018816919642253405,1.1714303152901786,174.2742876325335,,Wednesday
36,ABBV,AbbVie,2025-04-24,180.3699951171875,181.4900054931641,176.11000061035156,177.61000061035156,8789400,0.018751719899485986,1.5539634577733783,174.69000026157923,,Thursday
37,ABBV,AbbVie,2025-04-25,186.05999755859372,188.6999969482422,179.99000549316406,187.1199951171875,10482100,0.03154628039829688,-0.5664801123631574,176.01285661969865,,Friday
38,ABBV,AbbVie,2025-04-28,192.33999633789065,193.1199951171875,187.63999938964844,188.0,10408000,0.03375254682199613,2.308508690367369,178.96428571428572,,Monday
39,ABBV,AbbVie,2025-04-29,193.50999450683597,195.5399932861328,190.5800018310547,192.58999633789065,6671400,0.006082968655619192,0.4776977965829629,181.89571271623885,,Tuesday
40,ABBV,AbbVie,2025-04-30,195.1000061035156,195.77999877929688,191.00999450683597,194.4900054931641,8400700,0.008216689792854392,0.3136411091175304,185.4585702078683,,Wednesday
41,ABBV,AbbVie,2025-05-01,193.33999633789065,195.82000732421875,189.8000030517578,192.8800048828125,5823600,-0.009021064636415832,0.23848581679455524,188.2528555733817,,Thursday
42,ABT,Abbott Laboratories,2025-04-02,131.32168579101562,131.5207757755855,129.16169311664606,130.03764044576675,4236200,,0.9874412830371154,,,Wednesday
43,ABT,Abbott Laboratories,2025-04-03,131.02308654785156,133.02381339173743,130.87376905331936,131.30179431152422,6239200,-0.0022737999544054643,-0.2122650075987534,,,Thursday
44,ABT,Abbott Laboratories,2025-04-04,123.86622619628906,131.7895151930045,123.42825254742316,130.6249117294835,10776900,-0.0546228954005652,-5.174116823283508,,,Friday
45,ABT,Abbott Laboratories,2025-04-07,124.28429412841795,125.91673178272784,119.91453621796182,121.72614422916996,10371300,0.003375156771680432,2.1015615958654257,,,Monday
46,ABT,Abbott Laboratories,2025-04-08,123.37848663330078,127.36999939768602,121.49720167828735,126.4841036292074,9880100,-0.007288189561435954,-2.455341743979813,,,Tuesday
47,ABT,Abbott Laboratories,2025-04-09,126.45423889160156,127.17092029674086,120.29277760520203,121.06917992936408,10179200,0.02492940497351359,4.447918921544945,,,Wednesday
48,ABT,Abbott Laboratories,2025-04-10,123.92594909667967,126.23525161945156,121.45738066478452,125.41903282073606,11089400,-0.019993713275908265,-1.1904761904761973,126.32199532645089,,Thursday
49,ABT,Abbott Laboratories,2025-04-11,126.29497528076172,127.92742050785782,123.46807368038604,125.47875646432202,7357000,0.01911646593268279,0.6504836670674053,125.60389382498605,,Friday
50,ABT,Abbott Laboratories,2025-04-14,127.3699951171875,127.90750617115827,126.25515653181664,126.41442244153389,6988500,0.00851197630021261,0.7559047909233311,125.08202362060547,,Monday
51,ABT,Abbott Laboratories,2025-04-15,126.22000122070312,128.49000549316406,125.5999984741211,127.62000274658205,8639400,-0.009028766118945986,-1.0970079107888249,125.41827719552177,,Tuesday
